,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-03-01,31,PR,123,46391,0,NIOBRARA,5.0,4155.0,4151.0,,9.0,44.1,27055.0,,29.0,,27026.0,1341.0,,,592.0,,,M
1,2020-02-01,29,PR,123,46391,0,NIOBRARA,5.0,4284.0,4284.0,,5.0,44.3,23293.0,,28.0,,23265.0,1343.0,,,640.0,,,M
2,2020-01-01,31,PR,123,46391,0,NIOBRARA,5.0,5093.0,5092.0,-1.0,5.0,40.7,25201.0,,29.0,,25172.0,1313.0,,,707.0,,,M
3,2019-12-01,31,PR,123,46391,0,NIOBRARA,6.0,5496.0,5497.0,,5.0,43.9,33371.0,,29.0,,33342.0,1343.0,,,895.0,,,M
4,2019-11-01,30,PR,123,46391,0,NIOBRARA,6.0,6640.0,6640.0,,6.0,44.7,36254.0,,29.0,,36225.0,1342.0,,,1142.0,,,M
5,2019-10-01,31,PR,123,46391,0,NIOBRARA,6.0,8055.0,8055.0,,6.0,43.3,37607.0,,29.0,,37578.0,1353.0,,,1446.0,,,M
6,2019-09-01,30,PR,123,46391,0,NIOBRARA,6.0,9731.0,9731.0,,6.0,43.2,36551.0,,28.0,,36523.0,1358.0,,,1823.0,,,M
7,2019-08-01,31,PR,123,46391,0,NIOBRARA,10.0,12770.0,12774.0,,6.0,42.8,35147.0,,30.0,,35117.0,1386.0,,,2534.0,,,M
8,2019-07-01,31,PR,123,46391,0,NIOBRARA,10.0,16164.0,16164.0,,10.0,42.4,30263.0,,30.0,,30233.0,1376.0,,,3526.0,,,M
9,2019-06-01,30,PR,123,46391,0,NIOBRARA,15.0,15560.0,15565.0,,10.0,42.5,20854.0,,29.0,,20825.0,1397.0,,,4739.0,,,M
10,2019-05-01,31,PR,123,46391,0,NIOBRARA,24.0,16015.0,16024.0,,15.0,42.7,18431.0,,29.0,,18402.0,1385.0,,,8565.0,,,M
11,2019-04-01,30,PR,123,46391,0,NIOBRARA,,5707.0,5683.0,,24.0,44.3,6876.0,,29.0,,6847.0,1388.0,,,10042.0,,,M
12,2019-03-01,15,PR,123,46391,0,NIOBRARA,,190.0,190.0,,,44.0,277.0,,14.0,,263.0,1355.0,,,2928.0,,,M
13,2019-02-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
14,2019-01-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
15,2018-12-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
16,2018-11-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
17,2018-10-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
18,2018-09-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
19,2018-08-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
20,2018-07-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
21,2018-06-01,0,WO,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
22,2018-05-01,0,DG,123,46391,0,NIOBRARA,,,,,,,,,,,,,,,,,,
