,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1148.0,,206.0,,942.0,1008.0,,,,,,
1,2020-03-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1243.0,,223.0,,1020.0,1008.0,,,,,,
2,2020-02-01,29.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1061.0,,167.0,,894.0,990.0,,,544.0,,,S
3,2020-01-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1279.0,,219.0,,1060.0,1007.0,,,1144.0,,,S
4,2019-12-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1270.0,,215.0,,1055.0,1007.0,,,1088.0,,,S
5,2019-11-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1197.0,,191.0,,1006.0,1007.0,,,1020.0,,,S
6,2019-10-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1264.0,,224.0,,1040.0,1007.0,,,1424.0,,,S
7,2019-09-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1468.0,,229.0,,1239.0,1007.0,,,1362.0,,,S
8,2019-08-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1521.0,,260.0,,1261.0,1007.0,,,1591.0,,,S
9,2019-07-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1619.0,,266.0,,1353.0,1007.0,,,1548.0,,,S
10,2019-06-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1892.0,,286.0,,1606.0,1008.0,,,1518.0,,,S
11,2019-05-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1939.0,,291.0,,1648.0,1008.0,,,1651.0,,,S
12,2019-04-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1863.0,,278.0,,1585.0,1009.0,,,1687.0,,,S
13,2019-03-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1518.0,,244.0,,1274.0,1007.0,,,1531.0,,,S
14,2019-02-01,28.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,837.0,,156.0,,681.0,1010.0,,,1179.0,,,S
15,2019-01-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1149.0,,202.0,,947.0,1010.0,,,1432.0,,,S
16,2018-12-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1381.0,,230.0,,1151.0,1010.0,,,1604.0,,,S
17,2018-11-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1352.0,,222.0,,1130.0,1010.0,,,1487.0,,,S
18,2018-10-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1608.0,,280.0,,1328.0,990.0,,,1411.0,,,S
19,2018-09-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1092.0,,223.0,,869.0,990.0,,,1350.0,,,S
20,2018-08-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1079.0,,223.0,,856.0,990.0,,,1198.0,,,S
21,2018-07-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,956.0,,209.0,,747.0,990.0,,,630.0,,,S
22,2018-06-01,30.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,993.0,,216.0,,777.0,989.0,,,1445.0,,,S
23,2018-05-01,31.0,PR,71,8999,0,RATON-VERMEJO COALS,,,,,,,1140.0,,234.0,,906.0,989.0,,,1417.0,,,S
