,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
1,2020-03-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
2,2020-02-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
3,2020-01-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
4,2019-12-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
5,2019-11-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
6,2019-10-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
7,2019-09-01,0.0,SI,45,7158,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
8,2019-08-01,2.0,PR,45,7158,0,WILLIAMS FORK,3.0,,3.0,,,53.7,11.0,,3.0,,8.0,1118.0,,,,,,
9,2019-07-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
10,2019-06-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
11,2019-05-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
12,2019-04-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
13,2019-03-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
14,2019-02-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
15,2019-01-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
16,2018-12-01,0.0,SI,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,,,,,,,,,,,,
17,2018-11-01,30.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,370.0,,90.0,,280.0,1136.0,,,7.0,,,C
18,2018-10-01,31.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,380.0,,93.0,,287.0,1136.0,,,,,,
19,2018-09-01,30.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,312.0,,90.0,,222.0,1136.0,,,,,,
20,2018-08-01,31.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,274.0,,89.0,,185.0,1136.0,,,,,,
21,2018-07-01,31.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,275.0,,93.0,,182.0,1136.0,,,2.0,,,C
22,2018-06-01,30.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,246.0,,90.0,,156.0,1132.0,,,3.0,,,C
23,2018-05-01,30.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,237.0,,90.0,,147.0,1132.0,,,,,,
24,2018-04-01,30.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,237.0,,90.0,,147.0,1132.0,,,,,,
25,2018-03-01,31.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,248.0,,93.0,,155.0,1132.0,,,3.0,,,C
26,2018-02-01,28.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,250.0,,84.0,,166.0,1132.0,,,,,,
27,2018-01-01,31.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,274.0,,93.0,,181.0,1133.0,,,,,,
28,2017-12-01,25.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,242.0,,75.0,,167.0,1132.0,,,,,,
29,2017-11-01,30.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,219.0,,90.0,,129.0,1135.0,,,,,,
30,2017-10-01,31.0,PR,45,7158,0,WILLIAMS FORK,3.0,,,,3.0,,306.0,,93.0,,213.0,1130.0,,,,,,
31,2017-09-01,30.0,PR,45,7158,0,WILLIAMS FORK,2.0,1.0,,,3.0,,347.0,,90.0,,257.0,1132.0,,,1.0,,,C
32,2017-08-01,31.0,PR,45,7158,0,WILLIAMS FORK,28.0,1.0,26.0,-1.0,2.0,53.3,364.0,,93.0,,271.0,1132.0,,,3.0,,,C
33,2017-07-01,31.0,PR,45,7158,0,WILLIAMS FORK,28.0,,,,28.0,,297.0,,93.0,,204.0,1132.0,,,3.0,,,M
34,2017-06-01,30.0,PR,45,7158,0,WILLIAMS FORK,27.0,1.0,,,28.0,,376.0,,90.0,,286.0,1147.0,,,4.0,,,C
35,2017-05-01,31.0,PR,45,7158,0,WILLIAMS FORK,27.0,,,,27.0,,490.0,,93.0,,397.0,1147.0,,,5.0,,,M
36,2017-04-01,30.0,PR,45,7158,0,WILLIAMS FORK,26.0,1.0,,,27.0,,459.0,,90.0,,369.0,1147.0,,,6.0,,,C
37,2017-03-01,31.0,PR,45,7158,0,WILLIAMS FORK,26.0,,,,26.0,,444.0,,93.0,,351.0,1147.0,,,,,,
38,2017-02-01,28.0,PR,45,7158,0,WILLIAMS FORK,26.0,,,,26.0,,409.0,,84.0,,325.0,1147.0,,,,,,
39,2017-01-01,31.0,PR,45,7158,0,WILLIAMS FORK,26.0,,,,26.0,,470.0,,93.0,,377.0,1147.0,,,,,,
40,2016-12-01,31.0,PR,45,7158,0,WILLIAMS FORK,26.0,,,,26.0,,459.0,,93.0,,366.0,1158.0,,,,,,
41,2016-11-01,30.0,PR,45,7158,0,WILLIAMS FORK,26.0,,,,26.0,,414.0,,90.0,,324.0,1158.0,,,,,,
