,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,18.0,7.0,2.0,,23.0,53.8,1823.0,,5.0,,1818.0,1057.0,,,235.0,,,C
1,2020-03-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,13.0,7.0,2.0,,18.0,54.2,1842.0,,6.0,,1836.0,1057.0,,,227.0,,,C
2,2020-02-01,29.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,10.0,5.0,2.0,,13.0,54.3,1726.0,,5.0,,1721.0,1057.0,,,213.0,,,C
3,2020-01-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,20.0,7.0,17.0,,10.0,53.6,1864.0,,5.0,,1859.0,1057.0,,,215.0,,,C
4,2019-12-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,12.0,10.0,2.0,,20.0,53.3,1866.0,,5.0,,1861.0,1057.0,,,196.0,,,C
5,2019-11-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,20.0,3.0,11.0,,12.0,54.4,1813.0,,5.0,,1808.0,1057.0,,,166.0,,,C
6,2019-10-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,13.0,9.0,2.0,,20.0,52.8,1878.0,,5.0,,1873.0,1057.0,,,146.0,,,C
7,2019-09-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,9.0,5.0,1.0,,13.0,51.9,1798.0,,5.0,,1793.0,1057.0,,,120.0,,,C
8,2019-08-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,19.0,7.0,17.0,,9.0,53.7,1873.0,,5.0,,1868.0,1057.0,,,291.0,,,C
9,2019-07-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,14.0,7.0,2.0,,19.0,52.7,1917.0,,5.0,,1912.0,1070.0,,,272.0,,,C
10,2019-06-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,25.0,7.0,18.0,,14.0,53.9,1820.0,,5.0,,1815.0,1070.0,,,241.0,,,C
11,2019-05-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,19.0,8.0,2.0,,25.0,52.7,1997.0,,5.0,,1992.0,1071.0,,,190.0,,,C
12,2019-04-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,8.0,13.0,2.0,,19.0,52.8,1705.0,,4.0,,1701.0,1071.0,,,143.0,,,C
13,2019-03-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,21.0,5.0,18.0,,8.0,54.1,1888.0,,5.0,,1883.0,1072.0,,,164.0,,,C
14,2019-02-01,28.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,16.0,7.0,2.0,,21.0,53.4,1743.0,,5.0,,1738.0,1072.0,,,167.0,,,C
15,2019-01-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,12.0,6.0,2.0,,16.0,53.7,1907.0,,5.0,,1902.0,1072.0,,,164.0,,,C
16,2018-12-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,8.0,6.0,2.0,,12.0,53.4,1967.0,,5.0,,1962.0,1071.0,,,179.0,,,C
17,2018-11-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,4.0,6.0,2.0,,8.0,53.3,1905.0,,5.0,,1900.0,1066.0,,,182.0,,,C
18,2018-10-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,13.0,9.0,18.0,,4.0,54.4,1962.0,,5.0,,1957.0,1072.0,,,169.0,,,C
19,2018-09-01,30.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,10.0,4.0,1.0,,13.0,52.7,1919.0,,5.0,,1914.0,1067.0,,,233.0,,,C
20,2018-08-01,31.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,5.0,6.0,1.0,,10.0,52.8,1936.0,,5.0,,1931.0,1070.0,,,77.0,,,C
21,2018-07-01,28.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,,7.0,2.0,,5.0,52.7,2453.0,,,,2453.0,1069.0,,,90.0,,,C
22,2018-06-01,19.0,PR,45,16312,0,WILLIAMS FORK - CAMEO,28.0,3.0,31.0,,,53.5,1229.0,,,,1229.0,1067.0,,,64.0,,,C
