,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30.0,PR,45,14551,0,WILLIAMS FORK,2.0,10.0,9.0,,3.0,52.6,2687.0,,,,2687.0,1077.0,,,416.0,,,C
1,2020-03-01,31.0,PR,45,14551,0,WILLIAMS FORK,2.0,4.0,4.0,,2.0,52.0,2861.0,,,,2861.0,1077.0,,,458.0,,,C
2,2020-02-01,29.0,PR,45,14551,0,WILLIAMS FORK,2.0,7.0,7.0,,2.0,52.3,2515.0,,,,2515.0,1077.0,,,443.0,,,C
3,2020-01-01,31.0,PR,45,14551,0,WILLIAMS FORK,2.0,7.0,7.0,,2.0,52.2,2741.0,,,,2741.0,1077.0,,,436.0,,,C
4,2019-12-01,31.0,PR,45,14551,0,WILLIAMS FORK,1.0,15.0,14.0,,2.0,51.5,2728.0,,,,2728.0,1077.0,,,325.0,,,C
5,2019-11-01,30.0,PR,45,14551,0,WILLIAMS FORK,1.0,7.0,7.0,,1.0,51.8,2871.0,,,,2871.0,1077.0,,,349.0,,,C
6,2019-10-01,31.0,PR,45,14551,0,WILLIAMS FORK,1.0,6.0,6.0,,1.0,51.0,2321.0,,,,2321.0,1077.0,,,284.0,,,C
7,2019-09-01,30.0,PR,45,14551,0,WILLIAMS FORK,1.0,5.0,5.0,,1.0,51.0,2092.0,,,,2092.0,1077.0,,,312.0,,,C
8,2019-08-01,31.0,PR,45,14551,0,WILLIAMS FORK,1.0,4.0,4.0,,1.0,51.3,2502.0,1.0,,,2501.0,1077.0,,,381.0,,,C
9,2019-07-01,31.0,PR,45,14551,0,WILLIAMS FORK,1.0,4.0,4.0,,1.0,52.2,2302.0,,,,2302.0,1090.0,,,288.0,,,C
10,2019-06-01,30.0,PR,45,14551,0,WILLIAMS FORK,3.0,4.0,6.0,,1.0,52.4,2478.0,,,,2478.0,1090.0,,,280.0,,,C
11,2019-05-01,31.0,PR,45,14551,0,WILLIAMS FORK,2.0,7.0,6.0,,3.0,52.6,2721.0,,,,2721.0,1090.0,,,386.0,,,C
12,2019-04-01,26.0,PR,45,14551,0,WILLIAMS FORK,3.0,5.0,6.0,,2.0,53.7,2334.0,,,,2334.0,1090.0,,,366.0,,,C
13,2019-03-01,31.0,PR,45,14551,0,WILLIAMS FORK,2.0,8.0,7.0,,3.0,54.5,2772.0,,,,2772.0,1090.0,,,285.0,,,C
14,2019-02-01,28.0,PR,45,14551,0,WILLIAMS FORK,3.0,9.0,10.0,,2.0,53.9,2781.0,,,,2781.0,1090.0,,,255.0,,,C
15,2019-01-01,26.0,PR,45,14551,0,WILLIAMS FORK,3.0,12.0,12.0,,3.0,53.7,2981.0,,,,2981.0,1085.0,,,281.0,,,C
16,2018-12-01,25.0,PR,45,14551,0,WILLIAMS FORK,,23.0,20.0,,3.0,53.1,5185.0,1.0,,,5184.0,1085.0,,,476.0,,,C
17,2018-11-01,0.0,SI,45,14551,0,WILLIAMS FORK,,,,,,,,,,,,,,,,,,
18,2018-10-01,22.0,PR,45,14551,0,WILLIAMS FORK,2.0,6.0,8.0,,,52.8,2302.0,,,,2302.0,1085.0,,,259.0,,,C
19,2018-09-01,30.0,PR,45,14551,0,WILLIAMS FORK,3.0,7.0,8.0,,2.0,52.5,3354.0,,,,3354.0,1085.0,,,411.0,,,C
20,2018-08-01,31.0,PR,45,14551,0,WILLIAMS FORK,1.0,10.0,8.0,,3.0,52.5,3452.0,,,,3452.0,1085.0,,,413.0,,,C
21,2018-07-01,31.0,PR,45,14551,0,WILLIAMS FORK,1.0,7.0,7.0,,1.0,52.6,3132.0,,,,3132.0,1071.0,,,376.0,,,C
22,2018-06-01,30.0,PR,45,14551,0,WILLIAMS FORK,2.0,5.0,6.0,,1.0,53.2,2924.0,,,,2924.0,1071.0,,,335.0,,,C
