,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-02-01,29.0,PR,81,7139,0,LEWIS,149.0,28.0,47.0,,130.0,73.3,3581.0,,883.0,379.0,2319.0,1138.0,,,,,,
1,2020-01-01,31.0,PR,81,7139,0,LEWIS,130.0,19.0,,,149.0,,4065.0,,1009.0,-14.0,3070.0,1140.0,,,1.0,,,M
2,2019-12-01,31.0,PR,81,7139,0,LEWIS,136.0,44.0,50.0,,130.0,77.3,3674.0,,948.0,298.0,2428.0,1132.0,,,,,,
3,2019-11-01,30.0,PR,81,7139,0,LEWIS,143.0,49.0,56.0,,136.0,77.3,3383.0,,944.0,565.0,1874.0,1132.0,,,,,,
4,2019-10-01,31.0,PR,81,7139,0,LEWIS,143.0,42.0,37.0,,148.0,77.3,2239.0,,557.0,331.0,1351.0,1132.0,,,,,,
5,2019-08-01,31.0,PR,81,7139,0,LEWIS,145.0,3.0,,,148.0,,1107.0,,506.0,,601.0,1140.0,,,,,,
6,2019-07-01,31.0,PR,81,7139,0,LEWIS,139.0,6.0,,,145.0,,1435.0,,569.0,,866.0,1072.0,,,,,,
7,2019-06-01,30.0,PR,81,7139,0,LEWIS,143.0,11.0,15.0,,139.0,73.9,1541.0,,,364.0,1177.0,1073.0,,,,,,
8,2019-05-01,31.0,PR,81,7139,0,LEWIS,149.0,9.0,15.0,,143.0,74.2,1577.0,,,519.0,1058.0,1068.0,,,,,,
9,2019-04-01,29.0,PR,81,7139,0,LEWIS,140.0,9.0,,,149.0,,1965.0,,,635.0,1330.0,1077.0,,,,,,
10,2019-03-01,31.0,PR,81,7139,0,LEWIS,143.0,14.0,17.0,,140.0,70.0,2164.0,,,600.0,1564.0,1074.0,,,,,,
11,2019-02-01,22.0,PR,81,7139,0,LEWIS,141.0,18.0,16.0,,143.0,72.4,1850.0,,,310.0,1540.0,1123.0,,,,,,
12,2019-01-01,9.0,PR,81,7139,0,LEWIS,137.0,3.0,,1.0,141.0,,484.0,,,148.0,336.0,1132.0,,,,,,
13,2018-12-01,28.0,PR,81,7139,0,LEWIS,138.0,12.0,13.0,,137.0,78.0,1936.0,,,352.0,1584.0,1135.0,,,,,,
14,2018-11-01,21.0,PR,81,7139,0,LEWIS,130.0,8.0,,,138.0,,2079.0,,,519.0,1560.0,1135.0,,,,,,
15,2018-10-01,0.0,SI,81,7139,0,LEWIS,147.0,,17.0,,130.0,71.6,,,,,,,,,,,,
16,2018-09-01,15.0,PR,81,7139,0,LEWIS,143.0,4.0,,,147.0,,1031.0,,,291.0,740.0,1135.0,,,,,,
17,2018-08-01,31.0,PR,81,7139,0,LEWIS,152.0,8.0,16.0,-1.0,143.0,72.5,2305.0,,,607.0,1698.0,1136.0,,,,,,
18,2018-07-01,12.0,PR,81,7139,0,LEWIS,149.0,3.0,,,152.0,,1060.0,,,327.0,733.0,1135.0,,,,,,
19,2018-06-01,30.0,PR,81,7139,0,LEWIS,140.0,9.0,,,149.0,,2219.0,,,452.0,1767.0,1135.0,,,2.0,,,M
20,2018-05-01,28.0,PR,81,7139,0,LEWIS,143.0,14.0,17.0,,140.0,73.5,2851.0,,,534.0,2317.0,1131.0,,,,,,
21,2018-04-01,12.0,PR,81,7139,0,LEWIS,139.0,4.0,,,143.0,,2171.0,,,371.0,1800.0,1116.0,,,2.0,,,M
22,2018-03-01,0.0,SI,81,7139,0,LEWIS,139.0,,,,139.0,,,,,,,,,,,,,
23,2018-02-01,3.0,PR,81,7139,0,LEWIS,139.0,,,,139.0,,419.0,,,214.0,205.0,1116.0,,,,,,
24,2018-01-01,3.0,PR,81,7139,0,LEWIS,139.0,,,,139.0,,20.0,,,20.0,,,,,,,,
25,2017-12-01,2.0,PR,81,7139,0,LEWIS,138.0,,,1.0,139.0,,159.0,,,66.0,93.0,1118.0,,,,,,
26,2017-11-01,6.0,PR,81,7139,0,LEWIS,136.0,2.0,,,138.0,,547.0,,,93.0,454.0,1140.0,,,,,,
27,2017-10-01,8.0,PR,81,7139,0,LEWIS,135.0,1.0,,,136.0,,1007.0,,,67.0,940.0,1141.0,,,,,,
28,2017-09-01,11.0,PR,81,7139,0,LEWIS,133.0,2.0,,,135.0,,1673.0,,,141.0,1532.0,1140.0,,,,,,
29,2017-08-01,0.0,SI,81,7139,0,LEWIS,133.0,,,,133.0,,,,,,,,0.0,0.0,,0.0,0.0,
30,2017-07-01,0.0,SI,81,7139,0,LEWIS,133.0,,,,133.0,,,,,,,,0.0,0.0,,0.0,0.0,
31,2017-06-01,0.0,SI,81,7139,0,LEWIS,133.0,,,,133.0,,,,,,,,,,,,,
32,2017-05-01,0.0,SI,81,7139,0,LEWIS,133.0,,,,133.0,,,,,,,,,,,,,
33,2017-04-01,5.0,PR,81,7139,0,LEWIS,148.0,,15.0,,133.0,60.9,531.0,,,153.0,378.0,1140.0,0.0,0.0,3.0,0.0,0.0,M
34,2017-03-01,31.0,PR,81,7139,0,LEWIS,137.0,12.0,,-1.0,148.0,,3218.0,,,680.0,2538.0,1141.0,0.0,0.0,10.0,0.0,0.0,M
35,2017-02-01,28.0,PR,81,7139,0,LEWIS,147.0,5.0,16.0,1.0,137.0,60.1,3046.0,,,632.0,2414.0,1156.0,0.0,0.0,20.0,0.0,0.0,M
36,2017-01-01,31.0,PR,81,7139,0,LEWIS,140.0,7.0,,,147.0,,3142.0,,,689.0,2453.0,1159.0,0.0,0.0,2.0,0.0,0.0,M
37,2016-12-01,31.0,PR,81,7139,0,LEWIS,134.0,6.0,,,140.0,,3502.0,,,625.0,2877.0,1159.0,0.0,0.0,10.0,0.0,0.0,M
38,2016-11-01,30.0,PR,81,7139,0,LEWIS,139.0,11.0,15.0,-1.0,134.0,59.3,3760.0,,,483.0,3277.0,1159.0,0.0,0.0,15.0,0.0,0.0,M
39,2016-10-01,31.0,PR,81,7139,0,LEWIS,133.0,5.0,,1.0,139.0,,4067.0,,,508.0,3559.0,159.0,0.0,0.0,21.0,0.0,0.0,M
40,2016-09-01,25.0,PR,81,7139,0,LEWIS,143.0,6.0,12.0,-4.0,133.0,61.6,3233.0,,,287.0,2946.0,1159.0,0.0,0.0,267.0,0.0,0.0,M
41,2016-08-01,31.0,PR,81,7139,0,LEWIS,138.0,5.0,,,143.0,,3613.0,,,434.0,3179.0,1147.0,0.0,0.0,,0.0,0.0,
42,2016-07-01,31.0,PR,81,7139,0,LEWIS,134.0,4.0,,,138.0,,4118.0,,,471.0,3647.0,1147.0,0.0,0.0,15.0,0.0,0.0,M
43,2016-06-01,30.0,PR,81,7139,0,LEWIS,140.0,6.0,16.0,4.0,134.0,59.3,3738.0,,,491.0,3247.0,1147.0,0.0,0.0,25.0,0.0,0.0,M
44,2016-05-01,31.0,PR,81,7139,0,LEWIS,146.0,11.0,16.0,-1.0,140.0,61.6,4044.0,,,531.0,3513.0,1147.0,0.0,0.0,26.0,0.0,0.0,M
