,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,9.0,3.0,10.0,,2.0,52.1,2300.0,,10.0,,2290.0,1068.0,,,151.0,,,C
1,2020-03-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,8.0,3.0,2.0,,9.0,54.2,2467.0,,11.0,,2456.0,1068.0,,,155.0,,,C
2,2020-02-01,29.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,7.0,4.0,3.0,,8.0,54.3,2275.0,,10.0,,2265.0,1068.0,,,150.0,,,C
3,2020-01-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,6.0,4.0,3.0,,7.0,54.2,2500.0,,11.0,,2489.0,1068.0,,,156.0,,,C
4,2019-12-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,5.0,4.0,3.0,,6.0,53.3,2520.0,,11.0,,2509.0,1064.0,,,151.0,,,C
5,2019-11-01,30.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,4.0,3.0,2.0,,5.0,52.5,2483.0,,10.0,,2473.0,1064.0,,,175.0,,,C
6,2019-10-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,3.0,3.0,2.0,,4.0,52.8,2609.0,,11.0,,2598.0,1064.0,,,169.0,,,C
7,2019-09-01,30.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,3.0,2.0,2.0,,3.0,51.9,2575.0,,11.0,,2564.0,1064.0,,,158.0,,,C
8,2019-08-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,2.0,3.0,2.0,,3.0,52.1,2668.0,,11.0,,2657.0,1063.0,,,155.0,,,C
9,2019-07-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,9.0,3.0,10.0,,2.0,53.5,2581.0,,11.0,,2570.0,1064.0,,,150.0,,,C
10,2019-06-01,30.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,8.0,4.0,3.0,,9.0,53.1,2610.0,,10.0,,2600.0,1064.0,,,154.0,,,C
11,2019-05-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,7.0,4.0,3.0,,8.0,52.7,2727.0,,11.0,,2716.0,1056.0,,,154.0,,,C
12,2019-04-01,30.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,6.0,4.0,3.0,,7.0,52.8,2567.0,,10.0,,2557.0,1056.0,,,152.0,,,C
13,2019-03-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,5.0,4.0,3.0,,6.0,53.1,2684.0,,13.0,,2671.0,1054.0,,,149.0,,,C
14,2019-02-01,27.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,4.0,4.0,3.0,,5.0,53.4,2314.0,,11.0,,2303.0,1053.0,,,147.0,,,C
15,2019-01-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,2.0,5.0,3.0,,4.0,53.7,2802.0,,13.0,,2789.0,1053.0,,,163.0,,,C
16,2018-12-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,1.0,4.0,3.0,,2.0,53.4,2685.0,,13.0,,2672.0,1061.0,,,241.0,,,C
17,2018-11-01,29.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,6.0,3.0,8.0,,1.0,52.7,2759.0,,13.0,,2746.0,1063.0,,,242.0,,,C
18,2018-10-01,31.0,PR,45,20666,0,WILLIAMS FORK - CAMEO,4.0,5.0,3.0,,6.0,53.3,3032.0,,12.0,,3020.0,1065.0,,,238.0,,,C
