,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30.0,PR,77,8336,0,COZZETTE,,,,,,,66.0,,23.0,3.0,40.0,1016.0,,,1.0,,,C
1,2020-04-01,30.0,PR,77,8336,0,CORCORAN,,,,,,,66.0,,23.0,3.0,40.0,1016.0,,,1.0,,,C
2,2020-04-01,30.0,PR,77,8336,0,DAKOTA,,,,,,,2213.0,,132.0,159.0,1922.0,1016.0,,,44.0,,,C
3,2020-03-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2219.0,,135.0,188.0,1896.0,1022.0,,,52.0,,,C
4,2020-03-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,67.0,,23.0,4.0,40.0,1022.0,,,26.0,,,C
5,2020-03-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,67.0,,23.0,4.0,40.0,1022.0,,,26.0,,,C
6,2020-02-01,29.0,PR,77,8336,0,COZZETTE,,,,,,,66.0,,22.0,4.0,40.0,1018.0,,,3.0,,,C
7,2020-02-01,29.0,PR,77,8336,0,CORCORAN,,,,,,,66.0,,22.0,4.0,40.0,1018.0,,,3.0,,,C
8,2020-02-01,29.0,PR,77,8336,0,DAKOTA,,,,,,,2249.0,,136.0,187.0,1926.0,1018.0,,,90.0,,,C
9,2020-01-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2015.0,,131.0,143.0,1741.0,1021.0,,,69.0,,,C
10,2020-01-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,62.0,,23.0,3.0,36.0,1021.0,,,2.0,,,C
11,2020-01-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,62.0,,23.0,3.0,36.0,1021.0,,,2.0,,,C
12,2019-12-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,66.0,,23.0,3.0,40.0,998.0,,,21.0,,,C
13,2019-12-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,66.0,,23.0,3.0,40.0,998.0,,,21.0,,,C
14,2019-12-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2191.0,,136.0,153.0,1902.0,998.0,,,43.0,,,C
15,2019-11-01,30.0,PR,77,8336,0,CORCORAN,,,,,,,67.0,,23.0,3.0,41.0,990.0,,,2.0,,,C
16,2019-11-01,30.0,PR,77,8336,0,DAKOTA,,,,,,,2266.0,,134.0,164.0,1968.0,990.0,,,73.0,,,C
17,2019-11-01,30.0,PR,77,8336,0,COZZETTE,,,,,,,67.0,,23.0,3.0,41.0,990.0,,,2.0,,,C
18,2019-10-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,67.0,,23.0,4.0,40.0,991.0,,,2.0,,,C
19,2019-10-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,67.0,,23.0,4.0,40.0,991.0,,,2.0,,,C
20,2019-10-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2213.0,,125.0,172.0,1916.0,991.0,,,54.0,,,C
21,2019-09-01,30.0,PR,77,8336,0,DAKOTA,,,,,,,2240.0,,121.0,164.0,1955.0,994.0,,,35.0,,,C
22,2019-09-01,30.0,PR,77,8336,0,COZZETTE,,,,,,,66.0,,22.0,3.0,41.0,994.0,,,1.0,,,C
23,2019-09-01,30.0,PR,77,8336,0,CORCORAN,,,,,,,66.0,,22.0,3.0,41.0,994.0,,,1.0,,,C
24,2019-08-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,70.0,,23.0,4.0,43.0,1007.0,,,3.0,,,C
25,2019-08-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,70.0,,23.0,4.0,43.0,1007.0,,,3.0,,,C
26,2019-08-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2378.0,,126.0,185.0,2067.0,1007.0,,,87.0,,,C
27,2019-07-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2426.0,,125.0,161.0,2140.0,1008.0,,,125.0,,,C
28,2019-07-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,71.0,,23.0,3.0,45.0,1008.0,,,4.0,,,C
29,2019-07-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,71.0,,23.0,3.0,45.0,1008.0,,,4.0,,,C
30,2019-06-01,29.0,PR,77,8336,0,CORCORAN,,,,,,,64.0,,21.0,3.0,40.0,988.0,,,1.0,,,C
31,2019-06-01,29.0,PR,77,8336,0,COZZETTE,,,,,,,64.0,,21.0,3.0,40.0,988.0,,,1.0,,,C
32,2019-06-01,29.0,PR,77,8336,0,DAKOTA,,,,,,,2169.0,,111.0,142.0,1916.0,988.0,,,46.0,,,C
33,2019-05-01,31.0,PR,77,8336,0,DAKOTA,,,,,,,2061.0,,110.0,137.0,1814.0,989.0,,,30.0,,,C
34,2019-05-01,31.0,PR,77,8336,0,COZZETTE,,,,,,,64.0,,23.0,3.0,38.0,989.0,,,1.0,,,C
35,2019-05-01,31.0,PR,77,8336,0,CORCORAN,,,,,,,64.0,,23.0,3.0,38.0,989.0,,,1.0,,,C
36,2019-04-01,30.0,PR,77,8336,0,CORCORAN,,,,,,,65.0,,22.0,3.0,40.0,994.0,,,1.0,,,C
37,2019-04-01,30.0,PR,77,8336,0,COZZETTE,,,,,,,65.0,,22.0,3.0,40.0,994.0,,,1.0,,,C
38,2019-04-01,30.0,PR,77,8336,0,DAKOTA,,,,,,,2176.0,,110.0,153.0,1913.0,994.0,,,36.0,,,C
39,2019-03-01,29.0,PR,77,8336,0,DAKOTA,,,,,,,2262.0,,112.0,158.0,1992.0,997.0,,,33.0,,,C
40,2019-03-01,29.0,PR,77,8336,0,COZZETTE,,,,,,,66.0,,22.0,3.0,41.0,997.0,,,1.0,,,C
41,2019-03-01,29.0,PR,77,8336,0,CORCORAN,,,,,,,66.0,,22.0,3.0,41.0,997.0,,,1.0,,,C
42,2019-02-01,27.0,PR,77,8336,0,CORCORAN,,,,,,,65.0,,20.0,3.0,42.0,990.0,,,1.0,,,C
