,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,13.0,2.0,9.0,,6.0,53.0,1213.0,,9.0,,1204.0,1075.0,,,24.0,,,C
1,2020-03-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,20.0,3.0,10.0,,13.0,52.5,1257.0,,9.0,,1248.0,1075.0,,,34.0,,,C
2,2020-02-01,29.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,18.0,3.0,1.0,,20.0,54.3,1172.0,,8.0,,1164.0,1075.0,,,28.0,,,C
3,2020-01-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,18.0,1.0,1.0,,18.0,54.2,1256.0,,9.0,,1247.0,1088.0,,,27.0,,,C
4,2019-12-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,17.0,2.0,1.0,,18.0,53.3,1286.0,,9.0,,1277.0,1088.0,,,30.0,,,C
5,2019-11-01,30.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,16.0,2.0,1.0,,17.0,52.5,1229.0,,9.0,,1220.0,1088.0,,,29.0,,,C
6,2019-10-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,15.0,2.0,1.0,,16.0,52.8,1315.0,,9.0,,1306.0,1088.0,,,32.0,,,C
7,2019-09-01,30.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,14.0,2.0,1.0,,15.0,51.9,1265.0,,9.0,,1256.0,1088.0,,,32.0,,,C
8,2019-08-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,13.0,2.0,1.0,,14.0,52.1,1279.0,,8.0,,1271.0,1088.0,,,24.0,,,C
9,2019-07-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,13.0,1.0,1.0,,13.0,52.7,1289.0,,9.0,,1280.0,1077.0,,,26.0,,,C
10,2019-06-01,30.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,13.0,1.0,1.0,,13.0,53.1,1239.0,,8.0,,1231.0,1077.0,,,27.0,,,C
11,2019-05-01,31.0,PR,45,10635,0,WILLIAMS FORK - CAMEO,11.0,3.0,1.0,,13.0,52.7,1375.0,,10.0,,1365.0,1069.0,,,29.0,,,C
